Order_ID,Order_Date,Customer_ID,Product_ID,Salesperson_ID,Quantity,Discount_Percentage,Payment_Mode,Sales_Channel,Order_Status
ORD020730,2024-06-30,CUST07029,PROD0037,EMP001,1,5,UPI,Retail Store,Delivered
ORD020731,2024-10-17,CUST03701,PROD0014,EMP017,4,10,UPI,Retail Store,Delivered
ORD020732,2023-12-08,CUST06206,PROD0135,EMP009,2,10,UPI,Retail Store,Delivered
ORD020733,2024-10-11,CUST08177,PROD0190,EMP020,4,0,Debit Card,Retail Store,Delivered
ORD020734,2024-05-07,CUST05956,PROD0023,EMP016,2,0,Credit Card,Retail Store,Delivered
ORD020735,2024-08-05,CUST03070,PROD0230,EMP001,3,15,UPI,Retail Store,Delivered
ORD020736,2023-07-29,CUST09574,PROD0076,EMP005,2,5,UPI,Retail Store,Delivered
ORD020737,2023-01-30,CUST01310,PROD0168,EMP001,2,15,UPI,Retail Store,Delivered
ORD020738,2023-04-21,CUST02472,PROD0132,EMP015,2,10,Cash,Retail Store,Delivered
ORD020739,2024-02-01,CUST09994,PROD0065,EMP013,1,5,Cash,Retail Store,Delivered
ORD020740,2024-08-20,CUST08228,PROD0042,EMP020,2,5,Debit Card,Online,Delivered
ORD020741,2023-02-27,CUST07485,PROD0078,EMP017,2,0,Credit Card,Retail Store,Delivered
ORD020742,2023-08-05,CUST01112,PROD0131,EMP002,2,20,EMI,Retail Store,Delivered
ORD020743,2023-06-15,CUST03632,PROD0170,EMP008,2,10,UPI,Retail Store,Delivered
ORD020744,2023-06-09,CUST07654,PROD0099,EMP014,2,15,UPI,Retail Store,Delivered
ORD020745,2024-02-22,CUST04138,PROD0073,EMP007,2,5,Debit Card,Retail Store,Delivered
ORD020746,2023-12-19,CUST00528,PROD0136,EMP004,2,10,UPI,Online,Delivered
ORD020747,2024-03-26,CUST05291,PROD0112,EMP008,2,5,Credit Card,Retail Store,Delivered
ORD020748,2023-08-23,CUST05364,PROD0099,EMP014,2,5,Debit Card,Retail Store,Delivered
ORD020749,2024-05-12,CUST00442,PROD0019,EMP010,2,5,UPI,Online,Delivered
ORD020750,2023-03-17,CUST05040,PROD0187,EMP019,4,10,Cash,Online,Delivered
ORD020751,2024-04-17,CUST09077,PROD0170,EMP003,2,15,UPI,Retail Store,Delivered
ORD020752,2024-02-13,CUST06089,PROD0203,EMP007,3,0,UPI,Retail Store,Delivered
ORD020753,2024-12-19,CUST09955,PROD0219,EMP006,4,5,UPI,Online,Delivered
ORD020754,2024-08-20,CUST02358,PROD0141,EMP018,2,20,UPI,Retail Store,Delivered
ORD020755,2024-12-19,CUST03878,PROD0056,EMP001,2,0,UPI,Retail Store,Delivered
ORD020756,2024-01-08,CUST00992,PROD0162,EMP015,1,20,Credit Card,Online,Delivered
ORD020757,2024-03-23,CUST00874,PROD0143,EMP006,2,15,Credit Card,Retail Store,Delivered
ORD020758,2023-10-10,CUST07178,PROD0258,EMP014,6,10,Credit Card,Online,Delivered
ORD020759,2024-03-03,CUST05318,PROD0027,EMP009,1,10,Credit Card,Retail Store,Delivered
ORD020760,2024-08-19,CUST07906,PROD0029,EMP017,2,15,Cash,Retail Store,Returned
ORD020761,2024-08-08,CUST02676,PROD0024,EMP015,1,0,UPI,Retail Store,Delivered
ORD020762,2024-06-16,CUST02445,PROD0224,EMP013,2,5,Net Banking,Retail Store,Delivered
ORD020763,2023-08-15,CUST07806,PROD0249,EMP005,7,25,Credit Card,Online,Delivered
ORD020764,2023-04-15,CUST04813,PROD0128,EMP019,2,10,Cash,Online,Delivered
ORD020765,2023-05-15,CUST00429,PROD0244,EMP019,4,25,UPI,Retail Store,Delivered
ORD020766,2023-12-01,CUST03193,PROD0229,EMP005,3,0,UPI,Online,Delivered
ORD020767,2024-08-25,CUST06898,PROD0266,EMP019,8,10,EMI,Online,Delivered
ORD020768,2024-04-05,CUST00063,PROD0109,EMP019,1,15,Cash,Retail Store,Delivered
ORD020769,2024-02-07,CUST03757,PROD0064,EMP020,2,15,Credit Card,Retail Store,Delivered
ORD020770,2023-06-16,CUST07853,PROD0066,EMP003,1,5,UPI,Retail Store,Delivered
ORD020771,2023-05-26,CUST04568,PROD0231,EMP017,4,15,Cash,Online,Delivered
ORD020772,2024-07-25,CUST03522,PROD0238,EMP002,6,20,Cash,Retail Store,Delivered
ORD020773,2024-05-06,CUST07495,PROD0173,EMP018,5,5,UPI,Retail Store,Delivered
ORD020774,2023-12-17,CUST06787,PROD0079,EMP012,2,0,UPI,Online,Delivered
ORD020775,2023-06-12,CUST02731,PROD0221,EMP008,1,0,UPI,Online,Delivered
ORD020776,2023-08-03,CUST06278,PROD0092,EMP010,2,0,Debit Card,Retail Store,Delivered
ORD020777,2024-01-19,CUST02119,PROD0043,EMP018,1,10,Debit Card,Online,Delivered
ORD020778,2024-02-20,CUST04763,PROD0256,EMP004,2,25,Cash,Retail Store,Delivered
ORD020779,2023-07-19,CUST06105,PROD0084,EMP017,2,0,UPI,Retail Store,Cancelled
ORD020780,2023-10-18,CUST03132,PROD0009,EMP002,4,10,Credit Card,Retail Store,Delivered
ORD020781,2023-12-15,CUST05406,PROD0236,EMP009,3,15,Credit Card,Retail Store,Delivered
ORD020782,2023-05-01,CUST01546,PROD0077,EMP003,2,15,Cash,Retail Store,Delivered
ORD020783,2023-06-05,CUST01102,PROD0033,EMP011,1,5,UPI,Retail Store,Delivered
ORD020784,2023-07-18,CUST06081,PROD0120,EMP020,2,0,EMI,Retail Store,Delivered
ORD020785,2024-03-06,CUST05313,PROD0264,EMP015,2,10,Credit Card,Online,Delivered
ORD020786,2023-08-15,CUST08831,PROD0042,EMP008,2,0,Debit Card,Retail Store,Delivered
ORD020787,2024-06-11,CUST04383,PROD0132,EMP002,2,10,UPI,Retail Store,Returned
ORD020788,2024-09-25,CUST03409,PROD0035,EMP006,1,15,EMI,Retail Store,Delivered
ORD020789,2023-12-08,CUST01837,PROD0075,EMP003,1,5,Cash,Retail Store,Delivered
ORD020790,2024-07-14,CUST02546,PROD0116,EMP001,1,0,Credit Card,Retail Store,Cancelled
ORD020791,2023-11-01,CUST03308,PROD0143,EMP018,2,10,Credit Card,Online,Delivered
ORD020792,2024-12-21,CUST09213,PROD0136,EMP016,1,10,Debit Card,Retail Store,Delivered
ORD020793,2024-04-24,CUST05867,PROD0179,EMP005,4,0,UPI,Retail Store,Delivered
ORD020794,2023-09-01,CUST03356,PROD0254,EMP001,4,20,UPI,Retail Store,Delivered
ORD020795,2023-12-16,CUST05503,PROD0213,EMP001,4,15,UPI,Online,Delivered
ORD020796,2024-04-21,CUST00815,PROD0219,EMP006,5,0,UPI,Online,Delivered
ORD020797,2024-05-24,CUST09089,PROD0228,EMP001,3,15,UPI,Retail Store,Delivered
ORD020798,2023-09-20,CUST02371,PROD0006,EMP009,2,15,EMI,Retail Store,Delivered
ORD020799,2023-02-10,CUST06066,PROD0266,EMP010,6,25,Credit Card,Online,Delivered
ORD020800,2024-12-03,CUST00999,PROD0254,EMP007,5,25,UPI,Retail Store,Delivered
ORD020801,2024-12-14,CUST05782,PROD0152,EMP009,1,20,UPI,Retail Store,Delivered
ORD020802,2023-01-16,CUST04205,PROD0005,EMP015,1,5,Credit Card,Retail Store,Delivered
ORD020803,2024-10-25,CUST06600,PROD0191,EMP018,3,10,UPI,Retail Store,Delivered
ORD020804,2024-02-01,CUST05550,PROD0052,EMP018,2,5,Debit Card,Retail Store,Delivered
ORD020805,2023-01-22,CUST01280,PROD0178,EMP006,3,10,Credit Card,Retail Store,Delivered
ORD020806,2023-05-30,CUST07943,PROD0211,EMP002,3,0,UPI,Retail Store,Delivered
ORD020807,2023-09-22,CUST01925,PROD0226,EMP009,3,10,UPI,Retail Store,Delivered
ORD020808,2023-11-16,CUST06682,PROD0122,EMP015,2,15,Debit Card,Online,Delivered
ORD020809,2024-04-05,CUST00090,PROD0005,EMP003,1,5,Credit Card,Retail Store,Delivered
ORD020810,2023-09-16,CUST03491,PROD0106,EMP015,1,10,Cash,Online,Delivered
ORD020811,2023-04-02,CUST00753,PROD0046,EMP001,2,15,UPI,Online,Delivered
ORD020812,2023-02-11,CUST00365,PROD0151,EMP006,1,15,Credit Card,Retail Store,Delivered
ORD020813,2023-02-06,CUST04899,PROD0014,EMP001,2,10,EMI,Online,Delivered
ORD020814,2023-01-07,CUST04893,PROD0012,EMP001,2,5,UPI,Retail Store,Delivered
ORD020815,2024-07-03,CUST08978,PROD0033,EMP010,1,0,Net Banking,Retail Store,Delivered
ORD020816,2024-11-11,CUST06197,PROD0118,EMP017,1,5,Credit Card,Retail Store,Delivered
ORD020817,2023-04-18,CUST04750,PROD0237,EMP001,6,25,Credit Card,Online,Delivered
ORD020818,2024-04-18,CUST06974,PROD0062,EMP009,1,10,UPI,Online,Delivered
ORD020819,2023-08-08,CUST06371,PROD0170,EMP015,2,15,Debit Card,Retail Store,Delivered
ORD020820,2024-11-25,CUST04271,PROD0109,EMP012,1,0,Debit Card,Online,Delivered
ORD020821,2024-01-11,CUST03042,PROD0266,EMP008,3,15,UPI,Retail Store,Delivered
ORD020822,2023-10-25,CUST02861,PROD0125,EMP007,3,15,UPI,Online,Delivered
ORD020823,2024-03-09,CUST01395,PROD0260,EMP016,6,25,UPI,Retail Store,Delivered
ORD020824,2023-10-23,CUST03624,PROD0219,EMP020,5,5,Cash,Online,Delivered
ORD020825,2024-11-09,CUST00728,PROD0255,EMP001,4,20,Cash,Retail Store,Delivered
ORD020826,2023-03-27,CUST06815,PROD0095,EMP019,1,10,Cash,Online,Delivered
ORD020827,2024-02-12,CUST04673,PROD0248,EMP010,5,20,Credit Card,Retail Store,Delivered
ORD020828,2023-08-07,CUST01998,PROD0201,EMP014,5,15,Net Banking,Online,Delivered
ORD020829,2024-06-15,CUST06718,PROD0073,EMP003,1,10,UPI,Online,Delivered
ORD020830,2023-10-16,CUST05176,PROD0059,EMP019,2,5,Credit Card,Retail Store,Delivered
ORD020831,2024-03-08,CUST08534,PROD0083,EMP020,2,0,UPI,Online,Delivered
ORD020832,2023-10-15,CUST00071,PROD0181,EMP019,4,10,UPI,Retail Store,Delivered
ORD020833,2023-04-01,CUST09896,PROD0067,EMP001,1,0,UPI,Retail Store,Delivered
ORD020834,2023-05-08,CUST08260,PROD0090,EMP009,1,10,Credit Card,Online,Delivered
ORD020835,2024-11-26,CUST02710,PROD0093,EMP013,1,15,Debit Card,Retail Store,Delivered
ORD020836,2023-11-06,CUST03305,PROD0215,EMP011,2,0,Credit Card,Online,Delivered
ORD020837,2023-04-16,CUST02588,PROD0156,EMP015,2,20,UPI,Retail Store,Delivered
ORD020838,2024-03-16,CUST03423,PROD0197,EMP012,2,10,UPI,Online,Delivered
ORD020839,2024-06-04,CUST09305,PROD0229,EMP016,4,0,UPI,Retail Store,Delivered
ORD020840,2023-03-28,CUST00418,PROD0245,EMP006,5,20,UPI,Retail Store,Delivered
ORD020841,2023-04-21,CUST03601,PROD0173,EMP018,3,15,UPI,Online,Delivered
ORD020842,2023-07-05,CUST08163,PROD0189,EMP013,1,10,UPI,Retail Store,Delivered
ORD020843,2024-06-18,CUST03040,PROD0073,EMP001,2,0,UPI,Retail Store,Returned
ORD020844,2023-01-03,CUST08518,PROD0058,EMP005,1,5,UPI,Retail Store,Delivered
ORD020845,2023-10-14,CUST02931,PROD0066,EMP016,2,5,Cash,Retail Store,Delivered
ORD020846,2023-04-09,CUST01814,PROD0166,EMP016,2,20,UPI,Retail Store,Delivered
ORD020847,2024-05-04,CUST08706,PROD0263,EMP003,3,20,UPI,Retail Store,Delivered
ORD020848,2023-03-08,CUST00613,PROD0073,EMP019,2,5,UPI,Retail Store,Delivered
ORD020849,2024-07-13,CUST07807,PROD0078,EMP012,1,0,Debit Card,Retail Store,Delivered
ORD020850,2024-01-19,CUST06774,PROD0013,EMP017,2,0,Debit Card,Retail Store,Delivered
ORD020851,2024-03-03,CUST04956,PROD0161,EMP002,1,20,Credit Card,Retail Store,Delivered
ORD020852,2024-02-14,CUST05137,PROD0040,EMP012,2,0,Cash,Retail Store,Delivered
ORD020853,2023-01-24,CUST03705,PROD0232,EMP009,8,20,UPI,Online,Delivered
ORD020854,2023-05-22,CUST08645,PROD0166,EMP006,1,20,UPI,Retail Store,Delivered
ORD020855,2024-12-16,CUST03986,PROD0072,EMP012,1,0,Debit Card,Online,Delivered
ORD020856,2023-09-24,CUST05938,PROD0188,EMP005,5,10,UPI,Online,Delivered
ORD020857,2023-03-12,CUST01512,PROD0015,EMP010,1,15,UPI,Retail Store,Delivered
ORD020858,2024-01-24,CUST09943,PROD0129,EMP005,1,15,UPI,Retail Store,Delivered
ORD020859,2023-01-13,CUST06441,PROD0187,EMP016,2,5,UPI,Retail Store,Delivered
ORD020860,2024-03-25,CUST09996,PROD0203,EMP002,3,0,Debit Card,Retail Store,Delivered
ORD020861,2023-02-06,CUST08834,PROD0102,EMP013,2,0,UPI,Retail Store,Delivered
ORD020862,2023-01-10,CUST06633,PROD0201,EMP012,5,10,Debit Card,Retail Store,Delivered
ORD020863,2023-12-23,CUST01893,PROD0270,EMP015,7,25,Credit Card,Online,Delivered
ORD020864,2023-06-04,CUST02351,PROD0245,EMP018,4,10,Cash,Retail Store,Delivered
ORD020865,2023-10-07,CUST03741,PROD0132,EMP011,3,15,UPI,Retail Store,Delivered
ORD020866,2023-06-14,CUST06936,PROD0269,EMP002,4,10,Credit Card,Online,Delivered
ORD020867,2024-03-24,CUST06240,PROD0046,EMP017,1,15,Credit Card,Online,Delivered
ORD020868,2023-06-17,CUST04680,PROD0124,EMP016,2,20,Debit Card,Retail Store,Delivered
ORD020869,2023-04-23,CUST00812,PROD0094,EMP007,1,10,Credit Card,Online,Delivered
ORD020870,2023-02-21,CUST01016,PROD0168,EMP009,1,15,Debit Card,Online,Delivered
ORD020871,2024-01-27,CUST07470,PROD0020,EMP004,2,5,UPI,Retail Store,Delivered
ORD020872,2024-04-03,CUST07512,PROD0044,EMP005,2,10,Debit Card,Retail Store,Returned
ORD020873,2024-10-20,CUST04774,PROD0134,EMP017,2,10,Debit Card,Retail Store,Delivered
ORD020874,2024-12-28,CUST02398,PROD0151,EMP019,1,10,Credit Card,Retail Store,Delivered
ORD020875,2024-07-01,CUST00552,PROD0206,EMP010,1,10,UPI,Retail Store,Delivered
ORD020876,2024-04-28,CUST06120,PROD0253,EMP007,8,10,Debit Card,Retail Store,Delivered
ORD020877,2023-03-09,CUST02179,PROD0109,EMP019,1,10,Net Banking,Online,Delivered
ORD020878,2023-09-14,CUST05236,PROD0194,EMP018,1,5,UPI,Retail Store,Delivered
ORD020879,2024-06-18,CUST03853,PROD0132,EMP015,1,20,Credit Card,Retail Store,Delivered
ORD020880,2023-01-19,CUST04335,PROD0088,EMP002,1,0,Credit Card,Retail Store,Delivered
ORD020881,2024-05-15,CUST00492,PROD0062,EMP014,2,5,Credit Card,Retail Store,Delivered
ORD020882,2024-09-18,CUST07803,PROD0221,EMP019,1,15,UPI,Online,Delivered
ORD020883,2024-03-03,CUST08927,PROD0135,EMP008,2,15,UPI,Retail Store,Delivered
ORD020884,2023-01-16,CUST09746,PROD0239,EMP006,8,20,Credit Card,Online,Delivered
ORD020885,2023-01-12,CUST07759,PROD0024,EMP017,2,15,UPI,Retail Store,Delivered
ORD020886,2023-08-30,CUST08763,PROD0171,EMP008,5,5,UPI,Online,Delivered
ORD020887,2024-01-07,CUST07468,PROD0114,EMP014,1,10,UPI,Online,Delivered
ORD020888,2024-03-29,CUST03389,PROD0075,EMP018,2,0,Credit Card,Retail Store,Delivered
ORD020889,2024-01-27,CUST02279,PROD0108,EMP012,2,0,Credit Card,Online,Delivered
ORD020890,2024-07-17,CUST07792,PROD0210,EMP018,1,5,UPI,Online,Cancelled
ORD020891,2024-12-26,CUST07257,PROD0123,EMP011,1,10,Cash,Retail Store,Delivered
ORD020892,2023-02-14,CUST05987,PROD0012,EMP005,1,10,Debit Card,Retail Store,Delivered
ORD020893,2023-07-31,CUST03752,PROD0087,EMP006,1,0,UPI,Online,Delivered
ORD020894,2023-02-25,CUST04694,PROD0255,EMP018,5,25,UPI,Retail Store,Delivered
ORD020895,2024-06-26,CUST01128,PROD0236,EMP008,7,10,UPI,Retail Store,Cancelled
ORD020896,2023-04-13,CUST07395,PROD0127,EMP001,1,10,Cash,Online,Delivered
ORD020897,2023-01-30,CUST06050,PROD0219,EMP017,4,15,UPI,Retail Store,Delivered
ORD020898,2024-01-15,CUST02979,PROD0151,EMP003,2,20,UPI,Online,Delivered
ORD020899,2023-04-06,CUST05855,PROD0057,EMP012,2,0,UPI,Retail Store,Delivered
ORD020900,2023-10-29,CUST04499,PROD0258,EMP016,7,25,UPI,Retail Store,Returned
ORD020901,2024-08-21,CUST06040,PROD0113,EMP020,2,0,Net Banking,Online,Delivered
ORD020902,2023-12-28,CUST04701,PROD0270,EMP019,5,15,Cash,Retail Store,Delivered
ORD020903,2023-08-01,CUST00053,PROD0045,EMP012,1,5,UPI,Retail Store,Delivered
ORD020904,2023-07-25,CUST06874,PROD0044,EMP003,1,10,Credit Card,Retail Store,Delivered
ORD020905,2023-07-12,CUST02777,PROD0057,EMP012,1,0,Credit Card,Retail Store,Delivered
ORD020906,2023-08-31,CUST02374,PROD0043,EMP014,2,10,Credit Card,Online,Delivered
ORD020907,2023-02-21,CUST08024,PROD0060,EMP005,2,0,UPI,Retail Store,Delivered
ORD020908,2023-08-02,CUST00301,PROD0136,EMP017,2,20,UPI,Retail Store,Delivered
ORD020909,2023-05-12,CUST02608,PROD0032,EMP002,2,0,Cash,Retail Store,Delivered
ORD020910,2023-08-12,CUST04053,PROD0122,EMP004,1,15,Debit Card,Retail Store,Delivered
ORD020911,2023-10-15,CUST09159,PROD0073,EMP005,1,0,Credit Card,Retail Store,Delivered
ORD020912,2024-04-19,CUST09326,PROD0177,EMP005,2,10,UPI,Retail Store,Returned
ORD020913,2023-03-24,CUST06886,PROD0212,EMP005,3,0,UPI,Retail Store,Delivered
ORD020914,2024-07-09,CUST01680,PROD0070,EMP008,1,10,Debit Card,Retail Store,Delivered
ORD020915,2024-08-16,CUST03448,PROD0157,EMP008,1,15,UPI,Online,Delivered
ORD020916,2024-01-21,CUST05697,PROD0033,EMP015,1,0,Credit Card,Retail Store,Delivered
ORD020917,2023-10-21,CUST09228,PROD0036,EMP018,3,0,UPI,Retail Store,Delivered
ORD020918,2023-11-13,CUST07295,PROD0045,EMP001,3,0,EMI,Online,Delivered
ORD020919,2024-05-09,CUST08012,PROD0147,EMP004,2,15,Credit Card,Online,Delivered
ORD020920,2023-12-01,CUST03145,PROD0087,EMP019,1,0,UPI,Retail Store,Cancelled
ORD020921,2023-04-12,CUST00277,PROD0173,EMP016,4,0,UPI,Online,Delivered
ORD020922,2023-09-22,CUST07661,PROD0134,EMP009,2,15,Cash,Retail Store,Delivered
ORD020923,2024-08-14,CUST00828,PROD0270,EMP019,7,10,UPI,Retail Store,Cancelled
ORD020924,2024-03-26,CUST06609,PROD0018,EMP003,1,10,Credit Card,Retail Store,Delivered
ORD020925,2023-07-01,CUST06045,PROD0039,EMP012,1,15,UPI,Retail Store,Delivered
ORD020926,2024-12-15,CUST07263,PROD0225,EMP011,5,15,Debit Card,Retail Store,Delivered
ORD020927,2023-07-25,CUST08392,PROD0233,EMP003,2,15,UPI,Retail Store,Delivered
ORD020928,2023-01-17,CUST04335,PROD0065,EMP002,1,15,UPI,Retail Store,Delivered
ORD020929,2023-04-17,CUST03608,PROD0009,EMP019,1,10,Credit Card,Retail Store,Returned
ORD020930,2023-02-28,CUST03330,PROD0062,EMP015,2,10,EMI,Retail Store,Delivered
ORD020931,2023-07-30,CUST09155,PROD0236,EMP020,2,10,Credit Card,Online,Delivered
ORD020932,2023-07-03,CUST01060,PROD0202,EMP017,2,0,Debit Card,Retail Store,Delivered
ORD020933,2023-07-28,CUST03532,PROD0186,EMP015,2,10,UPI,Retail Store,Delivered
ORD020934,2024-05-31,CUST00360,PROD0035,EMP013,2,10,UPI,Retail Store,Delivered
ORD020935,2023-05-08,CUST06196,PROD0089,EMP018,1,15,Credit Card,Retail Store,Delivered
ORD020936,2023-09-11,CUST00276,PROD0252,EMP003,8,10,Net Banking,Retail Store,Delivered
ORD020937,2024-10-25,CUST03882,PROD0249,EMP015,8,25,Cash,Retail Store,Delivered
ORD020938,2024-01-06,CUST05934,PROD0100,EMP008,2,5,Cash,Online,Delivered
ORD020939,2024-03-29,CUST09574,PROD0043,EMP003,2,5,Debit Card,Online,Delivered
ORD020940,2023-08-16,CUST02671,PROD0240,EMP012,8,10,Debit Card,Retail Store,Delivered
ORD020941,2023-12-23,CUST00574,PROD0049,EMP006,1,15,UPI,Online,Delivered
ORD020942,2024-05-26,CUST08861,PROD0244,EMP006,4,15,Credit Card,Retail Store,Delivered
ORD020943,2023-04-13,CUST05059,PROD0144,EMP006,1,20,Credit Card,Retail Store,Delivered
ORD020944,2023-03-29,CUST08019,PROD0077,EMP011,2,5,Credit Card,Retail Store,Delivered
ORD020945,2024-02-26,CUST04346,PROD0136,EMP013,2,20,Cash,Online,Delivered
ORD020946,2024-01-28,CUST07033,PROD0194,EMP006,1,15,Credit Card,Retail Store,Returned
ORD020947,2024-09-20,CUST08016,PROD0009,EMP015,1,10,UPI,Online,Delivered
ORD020948,2023-04-13,CUST06904,PROD0032,EMP004,1,5,Credit Card,Retail Store,Delivered
ORD020949,2023-06-30,CUST07991,PROD0208,EMP014,1,0,Cash,Retail Store,Delivered
ORD020950,2024-06-27,CUST02104,PROD0182,EMP015,1,0,Credit Card,Online,Delivered
ORD020951,2023-12-09,CUST02335,PROD0240,EMP005,8,10,Cash,Retail Store,Delivered
ORD020952,2023-06-06,CUST05903,PROD0055,EMP018,2,5,Credit Card,Retail Store,Delivered
ORD020953,2024-06-11,CUST00104,PROD0203,EMP019,2,0,UPI,Online,Delivered
ORD020954,2023-05-04,CUST08773,PROD0258,EMP017,5,25,UPI,Retail Store,Delivered
ORD020955,2024-12-01,CUST08696,PROD0028,EMP013,1,15,Credit Card,Online,Delivered
ORD020956,2023-03-26,CUST03433,PROD0211,EMP002,2,15,Cash,Online,Delivered
ORD020957,2024-11-16,CUST08947,PROD0141,EMP013,3,20,UPI,Online,Delivered
ORD020958,2024-10-20,CUST06015,PROD0080,EMP001,2,0,UPI,Retail Store,Returned
ORD020959,2024-04-06,CUST02156,PROD0134,EMP008,2,20,UPI,Retail Store,Delivered
ORD020960,2024-07-20,CUST00384,PROD0044,EMP009,2,10,Cash,Retail Store,Delivered
ORD020961,2023-05-12,CUST02282,PROD0235,EMP019,7,15,UPI,Online,Delivered
ORD020962,2024-05-24,CUST02119,PROD0233,EMP010,6,25,Credit Card,Retail Store,Delivered
ORD020963,2023-05-03,CUST01408,PROD0005,EMP016,2,0,UPI,Online,Delivered
ORD020964,2023-07-09,CUST08408,PROD0208,EMP019,2,0,Debit Card,Online,Delivered
ORD020965,2023-03-19,CUST03691,PROD0242,EMP007,5,10,UPI,Retail Store,Delivered
ORD020966,2023-01-03,CUST05082,PROD0241,EMP001,5,25,UPI,Retail Store,Delivered
ORD020967,2024-09-15,CUST04172,PROD0209,EMP009,5,5,UPI,Retail Store,Delivered
ORD020968,2024-07-24,CUST03862,PROD0208,EMP012,4,10,UPI,Retail Store,Delivered
ORD020969,2024-05-01,CUST00507,PROD0068,EMP005,1,10,UPI,Retail Store,Delivered
ORD020970,2023-02-01,CUST02138,PROD0198,EMP017,4,5,UPI,Online,Delivered
ORD020971,2023-11-06,CUST05232,PROD0118,EMP015,2,5,Credit Card,Retail Store,Delivered
ORD020972,2023-10-28,CUST06875,PROD0169,EMP016,2,15,Credit Card,Retail Store,Delivered
ORD020973,2023-06-28,CUST07453,PROD0119,EMP008,1,10,Cash,Retail Store,Delivered
ORD020974,2024-09-15,CUST08256,PROD0111,EMP008,1,10,UPI,Retail Store,Delivered
ORD020975,2023-06-11,CUST02860,PROD0035,EMP016,1,10,Credit Card,Retail Store,Delivered
ORD020976,2023-11-28,CUST07309,PROD0110,EMP005,2,5,Cash,Retail Store,Delivered
ORD020977,2024-11-28,CUST00052,PROD0003,EMP008,3,10,UPI,Online,Delivered
ORD020978,2024-07-06,CUST07511,PROD0230,EMP004,5,15,Debit Card,Retail Store,Delivered
ORD020979,2024-10-10,CUST03799,PROD0133,EMP011,3,15,Debit Card,Retail Store,Delivered
ORD020980,2024-08-14,CUST02652,PROD0199,EMP017,4,10,Cash,Retail Store,Delivered
ORD020981,2023-03-15,CUST02316,PROD0073,EMP012,1,0,UPI,Retail Store,Delivered
ORD020982,2024-08-29,CUST06061,PROD0107,EMP005,2,0,Debit Card,Retail Store,Delivered
ORD020983,2024-04-14,CUST03184,PROD0262,EMP009,2,15,UPI,Retail Store,Delivered
ORD020984,2023-08-01,CUST08014,PROD0020,EMP016,2,0,Net Banking,Retail Store,Delivered
ORD020985,2024-02-02,CUST07905,PROD0102,EMP020,2,10,UPI,Online,Returned
ORD020986,2024-03-29,CUST06494,PROD0003,EMP007,1,0,Credit Card,Retail Store,Delivered
ORD020987,2023-04-08,CUST00627,PROD0150,EMP017,2,15,Credit Card,Retail Store,Delivered
ORD020988,2023-12-12,CUST04221,PROD0109,EMP015,2,10,Net Banking,Retail Store,Delivered
ORD020989,2023-10-14,CUST08186,PROD0203,EMP005,1,0,UPI,Retail Store,Delivered
ORD020990,2023-01-20,CUST01328,PROD0077,EMP018,1,5,UPI,Online,Delivered
ORD020991,2023-07-26,CUST01291,PROD0080,EMP017,2,10,Debit Card,Retail Store,Delivered
ORD020992,2024-10-16,CUST00674,PROD0269,EMP019,4,10,UPI,Online,Delivered
ORD020993,2024-06-14,CUST05044,PROD0267,EMP006,5,15,Credit Card,Online,Delivered
ORD020994,2023-02-01,CUST09978,PROD0164,EMP018,1,15,Credit Card,Retail Store,Delivered
ORD020995,2023-07-21,CUST08927,PROD0015,EMP004,2,0,Cash,Retail Store,Delivered
ORD020996,2024-12-12,CUST04922,PROD0175,EMP020,3,5,Credit Card,Online,Delivered
ORD020997,2024-02-17,CUST07441,PROD0152,EMP001,2,10,UPI,Retail Store,Delivered
ORD020998,2023-11-10,CUST07502,PROD0127,EMP006,3,20,UPI,Retail Store,Delivered
ORD020999,2024-10-22,CUST07059,PROD0173,EMP010,5,5,Debit Card,Retail Store,Delivered
ORD021000,2023-08-25,CUST07469,PROD0048,EMP005,1,15,UPI,Retail Store,Delivered
ORD021001,2024-03-26,CUST00146,PROD0162,EMP019,1,20,UPI,Online,Delivered
ORD021002,2023-12-29,CUST04524,PROD0156,EMP007,2,10,Credit Card,Retail Store,Delivered
ORD021003,2023-12-16,CUST07341,PROD0100,EMP018,2,5,Credit Card,Retail Store,Delivered
ORD021004,2024-01-02,CUST07827,PROD0259,EMP017,7,20,Credit Card,Retail Store,Delivered
ORD021005,2023-06-14,CUST01107,PROD0186,EMP020,3,5,Cash,Retail Store,Delivered
ORD021006,2024-09-29,CUST01973,PROD0076,EMP004,1,0,UPI,Retail Store,Delivered
ORD021007,2023-05-16,CUST00182,PROD0091,EMP015,2,5,Debit Card,Retail Store,Delivered
ORD021008,2024-01-07,CUST09533,PROD0008,EMP017,2,10,Credit Card,Retail Store,Delivered
ORD021009,2023-11-03,CUST03878,PROD0042,EMP016,3,10,UPI,Retail Store,Delivered
ORD021010,2023-05-13,CUST03773,PROD0110,EMP003,1,15,Debit Card,Retail Store,Delivered
ORD021011,2024-07-06,CUST01850,PROD0073,EMP017,2,0,Credit Card,Retail Store,Delivered
ORD021012,2023-11-17,CUST06998,PROD0055,EMP018,3,0,UPI,Retail Store,Delivered
ORD021013,2024-07-10,CUST03772,PROD0094,EMP010,1,0,Cash,Retail Store,Delivered
